# Time [h]	Lignin [g/L]	Initial_Substrate [g/L]	Substrate [g/L]	MO_AcidoLCFA [g/L]	MO_hydroM [g/L]	MO_Acetic [g/L]	Proteins [g/L]	AA [g/L]	MO_acetoM [g/L]	MO_Propionic [g/L]	MO_ButyricValeric [g/L]	MO_AcidoMS [g/L]	MO_AcidoAA [g/L]	Nitrogen [g/L]	SUM [g/L]
0.2	6.989194845931	0.0	0.0040391060426999	0.15617312693222	0.36661542375213	0.11782947492313	0.11401899988946	0.0033798596652157	0.21256054145086	0.12930338475881	0.2233675276533	0.80057102135135	0.11676259182636	2.1254027502959	11.359218654473	
0.48	6.9892375013618	0.0	0.0096397625876701	0.15613528778791	0.37078095128836	0.11826166712424	0.10142376470004	0.003395774740775	0.21397522607366	0.12952270603756	0.22373746857114	0.80291916786788	0.11759988005108	1.7072512582523	10.943880416444	
0.872	6.9893601479599	0.0	0.017375461146	0.1561035453767	0.37661021501167	0.1188552937251	0.086162585561751	0.0028303067801637	0.21589446909686	0.12997042819241	0.22433498455696	0.8057019094181	0.11865114094991	1.2995366967639	10.541387184539	
1.0	6.9894170308388	0.0	0.01987575388938	0.15609797925845	0.37844378142477	0.11904592533342	0.081692956251731	0.0026546298476206	0.21650394953362	0.13012714171947	0.22451717877337	0.80650329026884	0.11895808469675	1.1903275592895	10.434165261126	
1.2	6.9895102821728	0.0	0.019717390590828	0.15609404859064	0.38121553539802	0.11933836778988	0.075180097378868	0.0024086293350731	0.21742843708297	0.13037406119641	0.22478032708293	0.80765476074801	0.11940222362337	1.0385958467999	10.28170000779	
1.48	6.9896387799087	0.0	0.019497806238477	0.15609929181945	0.3848681968447	0.11973252320621	0.066939606923676	0.0021092593539076	0.21864698392997	0.13071125863485	0.22510387831738	0.80907934345904	0.11995826125821	0.85876183917262	10.101147029067	
1.872	6.9898148760422	0.0	0.019194506033996	0.15612994413301	0.38949955843936	0.12023956655503	0.056926870658234	0.0017597388753075	0.22014750748889	0.13114607245343	0.22547772760696	0.81074864460549	0.12062312946081	0.65875679740885	9.9004649397616	
2.0	6.9898735492131	0.0	0.019096485258774	0.15614574186405	0.39089392091345	0.12039309180108	0.053987723484677	0.0016578624471813	0.22058492316331	0.13127657353832	0.2255827960309	0.81122360358449	0.1208158545735	0.60374083227683	9.8452729581497	
2.2	6.9899643286806	0.0	0.018944331337795	0.15617780747234	0.39293788349011	0.1206135837516	0.049702213227055	0.0015138381082358	0.2211919669927	0.13146755210691	0.22573092830984	0.81190007503466	0.12109400827668	0.52696818250874	9.7682066992972	
2.48	6.9900897034238	0.0	0.01873335524045	0.15623967327533	0.39551300450397	0.12087741266784	0.044279613469289	0.0013358288529803	0.22187956042429	0.13170764053644	0.2259083078431	0.81272403368379	0.12144059181244	0.4358954141543	9.676624139888	
2.872	6.9902619588564	0.0	0.018441941829264	0.15636071385585	0.39861307573797	0.12116652028617	0.037690261727184	0.0011248511100671	0.22258456348649	0.13199131662162	0.22610483095869	0.81366378292359	0.1218516192447	0.3347469550977	9.5746023917357	
3.0	6.9903183521978	0.0	0.018347763722878	0.1564075333693	0.39952530122254	0.12124721532533	0.035755975875783	0.0010631742969233	0.22277354045662	0.13207219587225	0.22615787421278	0.81392441592589	0.12196983845149	0.30694322356632	9.5465064044959	
3.2	6.9904057250351	0.0	0.018201574239917	0.15648911892921	0.40085237955346	0.1213582917005	0.032935500966976	9.7506230938663E-4	0.22302750205908	0.1321870278824	0.22623033925645	0.81428850369215	0.12213956747473	0.26815348467227	9.5072440777717	
3.48	6.9905266113656	0.0	0.017998867696399	0.15661975430775	0.40253326589065	0.12148956496371	0.02936640186456	8.6522611556383E-4	0.22331972155348	0.13232596258175	0.22631226744848	0.81471721737852	0.12234915083574	0.22211385131772	9.4605378633199	
3.872	6.9906931294818	0.0	0.01771887506312	0.15682969554055	0.40461574288289	0.12164340112269	0.025028874636912	7.3393751964984E-4	0.22365485217438	0.13248264512496	0.2263931602854	0.81517667700052	0.12259393967374	0.17087643252189	9.4084413630285	
4.0	6.9907472632006	0.0	0.017628389024443	0.15690372775285	0.4052409013356	0.12168849875073	0.023755521814998	6.9550305344208E-4	0.22375187252158	0.1325257879262	0.22641228424448	0.81529622493018	0.12266336070342	0.15677224654492	9.3940815818035	
4.2	6.9908312052994	0.0	0.017487930352582	0.15702540366545	0.40616706363093	0.12175398454934	0.021898664205142	6.4025208354637E-4	0.22389188996064	0.13258564219614	0.22643535700361	0.81545460952347	0.12276201322817	0.13706898841607	9.3740030041145	
4.48	6.990947455059	0.0	0.017293169583814	0.15720747101063	0.40736958777266	0.12183696431913	0.019548711067382	5.7107305013455E-4	0.22406794676861	0.1326554085774	0.22645488068776	0.81562297536732	0.12288172619384	0.11364088610054	9.3500982555582	
4.872	6.9911077768705	0.0	0.017024150954917	0.15748134763829	0.40889360806126	0.12193900952954	0.016692361096973	4.8802955048841E-4	0.22428257266798	0.13272907929202	0.22646005442752	0.815765925087	0.12301738692563	0.087526432978073	9.3234077350802	
5.0	6.9911597225124	0.0	0.016937212311779	0.15757462384985	0.40935682109627	0.12196934769395	0.01585373632139	4.6370852446173E-4	0.22434598580336	0.13274803627525	0.22645695493449	0.81579248909415	0.12305477144545	0.080332376303405	9.3160457861662	
5.2	6.9912403050335	0.0	0.016802259943725	0.15772418761968	0.41004879475248	0.12201393552941	0.014630704247476	4.286486478545E-4	0.22443889503119	0.13277288552905	0.22644764266974	0.81581525895029	0.12310673726723	0.070277005284397	9.305747260506	
5.48	6.991351954463	0.0	0.01661513384907	0.15794087153455	0.41095720132263	0.12207109150008	0.013082665834269	3.8468478571148E-4	0.22455753234386	0.13279877934568	0.2264262113431	0.81581192128017	0.12316739281888	0.058312488489449	9.2934779289105	
